artist,song,danceability,energy,loudness,valence,yt_views,yt_likes,yt_comments,streams
Luciano Pereyra,Quédate,0.744,0.458,-5.246,0.352,6116532.0,38283.0,1056.0,10438556.0
Luciano Pereyra,Sin Haber Dormido,0.567,0.699,-3.473,0.277,536129.0,12949.0,366.0,665847.0
Luciano Pereyra,Sin Testigos,0.566,0.627,-4.518,0.523,33654872.0,146575.0,3983.0,16403239.0
Faith Evans,I'll Be Missing You (feat. 112),0.862,0.479,-9.199,0.924,70979370.0,814355.0,30930.0,428994279.0
Faith Evans,Love Like This,0.767,0.551,-7.328,0.796,5705525.0,84738.0,1716.0,91233443.0
Faith Evans,Hope,0.9,0.656,-7.218,0.288,23448987.0,217467.0,9187.0,35252851.0
Faith Evans,Soon as I Get Home,0.652,0.498,-6.2,0.336,16022678.0,174035.0,4179.0,31232149.0
Faith Evans,I Love You,0.489,0.757,-4.062,0.567,887537.0,22135.0,604.0,19772020.0
Faith Evans,Can't Believe (feat. Carl Thomas),0.784,0.518,-4.828,0.491,14449369.0,138389.0,3490.0,11055405.0
Faith Evans,You Used to Love Me,0.702,0.458,-8.195,0.679,1289765.0,19417.0,747.0,34944874.0
Faith Evans,Party on the West Coast (feat. Snoop Dogg),0.635,0.795,-5.089,0.404,2588132.0,48516.0,1693.0,109076685.0
Faith Evans,Never Gonna Let You Go,0.644,0.443,-7.308,0.0534,3160132.0,38718.0,738.0,11929263.0
Faith Evans,Between The Lines,0.514,0.483,-8.202,0.231,311880.0,9553.0,483.0,5261792.0
Lulu Santos,Apenas Mais uma de Amor,0.39,0.355,-13.509,0.262,153206.0,1298.0,55.0,151001820.0
Lulu Santos,Tempos Modernos,0.604,0.638,-8.235,0.784,2558312.0,42647.0,2448.0,56384864.0
Lulu Santos,Cabelo De Anjo,0.481,0.33,-11.63,0.393,11064226.0,91199.0,1868.0,32757259.0
Lulu Santos,Toda Forma de Amor,0.674,0.833,-5.631,0.827,1348458.0,4277.0,242.0,46621918.0
Lulu Santos,Tão Bem,0.518,0.388,-13.892,0.663,1433351.0,15277.0,678.0,29835108.0
Lulu Santos,A Cura,0.573,0.405,-9.131,0.267,1275.0,48.0,0.0,10732125.0
Lulu Santos,O Descobridor dos Sete Mares,0.784,0.794,-10.288,0.969,983874.0,5408.0,236.0,22211550.0
Lulu Santos,Tudo Bem,0.496,0.328,-15.55,0.568,24179.0,485.0,32.0,5571003.0
Lulu Santos,Tempos Modernos,0.659,0.855,-6.338,0.474,2558312.0,42647.0,2448.0,16994148.0
Lulu Santos,Um certo alguém,0.683,0.709,-11.404,0.84,76251.0,2353.0,101.0,16855424.0
Shakin' Stevens,Merry Christmas Everyone,0.534,0.904,-3.315,0.96,43250324.0,199401.0,6019.0,350658024.0
Shakin' Stevens,You Drive Me Crazy,0.754,0.927,-2.597,0.975,8419625.0,58805.0,1556.0,23718171.0
Shakin' Stevens,Because I Love You,0.577,0.49,-7.262,0.422,9934827.0,64810.0,3203.0,7131734.0
Shakin' Stevens,A Rockin' Good Way (to Mess Around and Fall in Love),0.768,0.802,-4.026,0.949,3347801.0,18346.0,442.0,7415941.0
Shakin' Stevens,Give Me Your Heart Tonight,0.66,0.705,-4.225,0.817,11342697.0,67072.0,2272.0,6463393.0
Shakin' Stevens,I Cry Just a Little Bit,0.798,0.747,-5.034,0.749,14780135.0,59224.0,1661.0,7370149.0
Shakin' Stevens,This Ole House,0.502,0.965,-2.946,0.962,1831637.0,14762.0,916.0,10657598.0
Shakin' Stevens,Oh Julie,0.48,0.994,-2.072,0.784,11295596.0,47093.0,1170.0,6325861.0
Shakin' Stevens,A Love Worth Waiting For,0.659,0.882,-4.304,0.922,11520558.0,43460.0,1582.0,2954222.0
Shakin' Stevens,"Marie, Marie",0.569,0.99,-2.838,0.951,5109397.0,23138.0,719.0,4314848.0
Jota Quest,Só Hoje - Acústico,0.501,0.564,-9.358,0.438,177678901.0,825019.0,20007.0,81560624.0
Jota Quest,Só Hoje,0.539,0.742,-5.333,0.556,31530727.0,246729.0,6089.0,62993670.0
Jota Quest,Dias Melhores - Acústico,0.628,0.662,-9.985,0.357,121318917.0,453844.0,11978.0,36880011.0
Jota Quest,Além do Horizonte,0.714,0.957,-3.556,0.968,5082808.0,42127.0,1239.0,35695323.0
Jota Quest,Dias Melhores,0.69,0.542,-8.843,0.606,121318917.0,453844.0,11978.0,19969957.0
Jota Quest,Fácil,0.655,0.903,-3.938,0.624,7907886.0,36426.0,783.0,29777116.0
Jota Quest,O Sol,0.531,0.916,-4.655,0.896,15502785.0,93640.0,2582.0,19843775.0
Jota Quest,Pra Quando Você Se Lembrar de Mim - Acústico,0.693,0.732,-9.04,0.588,36880919.0,180472.0,4475.0,30793868.0
Jota Quest,O Que Eu Também Não Entendo,0.696,0.634,-8.015,0.436,12212306.0,81390.0,2056.0,25997109.0
Jota Quest,Fácil - Acústico,0.556,0.537,-10.761,0.313,7907886.0,36426.0,783.0,10177415.0
Víctor Manuelle,Tengo Ganas,0.591,0.862,-3.641,0.896,178605385.0,429403.0,5698.0,66145036.0
Víctor Manuelle,No Quería Engañarte,0.524,0.782,-3.219,0.812,508151.0,4344.0,38.0,40785460.0
Víctor Manuelle,Si Tú Me Besas,0.76,0.667,-8.384,0.742,171310043.0,425421.0,5441.0,43457741.0
Víctor Manuelle,Apiádate de Mi,0.735,0.629,-7.056,0.843,7152.0,117.0,2.0,66472902.0
Víctor Manuelle,He Tratado,0.583,0.832,-5.918,0.881,17765673.0,66105.0,456.0,69117125.0
Víctor Manuelle,Por Ella,0.744,0.678,-8.22,0.913,7606362.0,22025.0,495.0,24822100.0
Víctor Manuelle,Mala y Peligrosa (feat. Bad Bunny),0.731,0.779,-4.101,0.907,95661253.0,591755.0,14580.0,61464049.0
Víctor Manuelle,Ay Amor - Reggaeton,0.588,0.771,-5.125,0.657,1844404.0,21200.0,454.0,16281947.0
Víctor Manuelle,Dile a Ella,0.536,0.859,-5.003,0.705,57076922.0,113859.0,1420.0,22820025.0
Víctor Manuelle,Voy A Prometerme,0.826,0.555,-7.603,0.884,3494076.0,18446.0,130.0,8435052.0
Javier Solís,Esclavo y Amo,0.251,0.308,-11.544,0.287,70670821.0,245242.0,10346.0,36184736.0
Javier Solís,En Tu Pelo,0.458,0.425,-9.229,0.818,60459069.0,195450.0,7116.0,28941771.0
Javier Solís,Entrega Total,0.335,0.142,-18.651,0.336,9207172.0,42307.0,2378.0,22100676.0
Javier Solís,Renunciación,0.374,0.317,-9.113,0.51,45762163.0,130488.0,5501.0,23555913.0
Javier Solís,Media Vuelta,0.435,0.342,-9.041,0.638,7322303.0,15002.0,725.0,20899614.0
Javier Solís,Sombras Nada Más,0.406,0.177,-17.042,0.687,14963387.0,55882.0,1752.0,17634182.0
Javier Solís,El Loco,0.554,0.301,-13.43,0.563,5632524.0,20066.0,623.0,15769690.0
Javier Solís,Y...,0.44,0.335,-12.857,0.626,,,,10141036.0
Javier Solís,Sombras - Versión Trío,0.723,0.664,-4.77,0.483,14963387.0,55882.0,1752.0,32543303.0
Javier Solís,Cataclismo,0.578,0.189,-13.593,0.699,17661454.0,54090.0,2574.0,8020891.0
Vedo,You Got It,0.762,0.433,-8.937,0.394,45813799.0,734518.0,12062.0,316365091.0
Vedo,Do You Mind,0.761,0.618,-5.209,0.894,530020.0,11616.0,452.0,4580229.0
Vedo,Let's Get Married,0.682,0.584,-7.388,0.801,2813868.0,50163.0,790.0,34369680.0
Vedo,4 Walls,0.676,0.442,-7.745,0.739,45279881.0,374640.0,5225.0,38642498.0
Vedo,Girls Need Love (V-Mix),0.771,0.436,-9.183,0.405,20684356.0,314310.0,5550.0,33208320.0
Vedo,Equal,0.768,0.511,-8.529,0.346,1480807.0,17561.0,170.0,5136038.0
Vedo,Celebrate,0.44,0.43,-10.274,0.342,114009.0,1998.0,155.0,455117.0
Vedo,FOREVER,0.766,0.518,-6.527,0.494,933175.0,18669.0,1526.0,1474203.0
Vedo,Dilemma (Remake),0.6,0.631,-6.062,0.332,4625598.0,64234.0,1250.0,30257128.0
Vedo,4 Words,0.572,0.716,-5.719,0.79,141035.0,2359.0,54.0,965045.0
Exaltasamba,Tá Vendo Aquela Lua,0.57,0.888,-9.044,0.645,49706129.0,318385.0,7327.0,58475335.0
Exaltasamba,Livre Pra Voar (Quando A Gente Se Encontrar),0.518,0.776,-7.065,0.842,18770142.0,109883.0,2415.0,26094525.0
Exaltasamba,Me Apaixonei Pela Pessoa Errada,0.571,0.508,-11.484,0.734,2890929.0,38472.0,933.0,67495594.0
Exaltasamba,"Calma Amor - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.648,0.725,-8.49,0.808,13027288.0,64539.0,1559.0,29722671.0
Exaltasamba,Fugidinha,0.565,0.889,-8.902,0.903,9885157.0,56241.0,2003.0,28245535.0
Exaltasamba,Tchau e Bença - Live From Brazil / 2007,0.645,0.726,-7.926,0.838,11851243.0,64491.0,1230.0,30255260.0
Exaltasamba,"Valeu - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.705,0.753,-8.416,0.656,1267732.0,6942.0,138.0,12036830.0
Exaltasamba,Mega Star - Ao Vivo Em Brasil/2008,0.479,0.661,-9.204,0.79,9402364.0,52229.0,1729.0,8684781.0
Exaltasamba,"Teu Segredo - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.525,0.515,-10.416,0.35,39580103.0,259806.0,6617.0,16371651.0
Exaltasamba,"Até O Sol Quis Ver - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.614,0.437,-10.75,0.773,20242530.0,131505.0,4332.0,13630058.0
Faith Hill,This Kiss,0.398,0.804,-5.559,0.709,16377637.0,93063.0,3772.0,128680468.0
Faith Hill,Breathe,0.529,0.496,-9.007,0.278,32119215.0,196953.0,7032.0,104125277.0
Faith Hill,There You'll Be - 2007 Remaster,0.325,0.532,-7.208,0.162,29007.0,467.0,19.0,
Faith Hill,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",0.266,0.333,-9.876,0.0796,4090225.0,35158.0,1908.0,40872084.0
Faith Hill,Wild One,0.694,0.654,-9.148,0.689,7546284.0,46729.0,1064.0,23865551.0
Faith Hill,The Way You Love Me,0.627,0.716,-7.175,0.734,16087985.0,87750.0,2851.0,37364121.0
Faith Hill,The Rest of Our Life,0.617,0.468,-6.908,0.333,31586258.0,170129.0,4324.0,64962005.0
Faith Hill,It Matters to Me,0.613,0.355,-8.218,0.129,28868586.0,188437.0,3940.0,24379129.0
Faith Hill,All My Ex's Live In Texas - Live,0.562,0.747,-7.797,0.554,814386.0,8132.0,691.0,21757750.0
Faith Hill,I Need You,0.508,0.594,-7.067,0.215,24914307.0,184510.0,4245.0,35456507.0
Mr.Children,HANABI,0.638,0.766,-5.541,0.595,63074941.0,142523.0,5893.0,64223991.0
Mr.Children,Tomorrow never knows,0.637,0.485,-10.263,0.403,55266588.0,126216.0,6854.0,24620397.0
Mr.Children,名もなき詩,0.555,0.852,-5.094,0.7,2725954.0,10389.0,570.0,20548881.0
Mr.Children,innocent world,0.612,0.664,-6.525,0.662,8837282.0,42893.0,2851.0,23340684.0
Mr.Children,シーソーゲーム~勇敢な恋の歌~,0.594,0.852,-5.652,0.781,4995396.0,32431.0,1630.0,18668480.0
Mr.Children,Sign,0.601,0.509,-6.273,0.383,37160309.0,66736.0,2458.0,18492236.0
Mr.Children,GIFT,0.462,0.726,-5.491,0.483,26339835.0,51534.0,2251.0,11469360.0
Mr.Children,足音 ~Be Strong,0.47,0.757,-4.761,0.42,27677809.0,90540.0,3471.0,20298912.0
Mr.Children,しるし,0.445,0.489,-6.3,0.297,62361582.0,99034.0,5121.0,13664280.0
Mr.Children,抱きしめたい,0.525,0.526,-8.647,0.379,2620878.0,19536.0,1014.0,12737172.0
Redman,Da Rockwilder,0.612,0.659,-6.995,0.393,48137391.0,318072.0,8102.0,145045678.0
Redman,Tonight's Da Night,0.697,0.687,-11.111,0.866,3359733.0,55740.0,2043.0,59340982.0
Redman,Part II,0.775,0.837,-4.965,0.807,25081830.0,191630.0,2717.0,45426822.0
Redman,Smoke Buddah,0.552,0.731,-7.497,0.847,5043.0,156.0,2.0,27644804.0
Redman,Time 4 Sumaksion,0.847,0.807,-7.548,0.698,2673517.0,35415.0,1350.0,19525021.0
Redman,How High - Remix,0.816,0.841,-5.744,0.659,25081830.0,191630.0,2717.0,20117129.0
Redman,Pick It Up,0.811,0.747,-9.021,0.838,2955491.0,29160.0,1064.0,7056434.0
Redman,Brick City Mashin'!,0.837,0.779,-5.488,0.806,430722.0,3612.0,193.0,3190238.0
Redman,How High (Remix),0.567,0.873,-7.341,0.728,25081830.0,191630.0,2717.0,13750019.0
Redman,Pack a Lunch (with Redman),0.668,0.784,-7.252,0.638,96380.0,9307.0,1253.0,87541.0
Los Rehenes,Cosas Buenas Que Parecen Malas,0.729,0.579,-7.793,0.916,1331347.0,7342.0,163.0,43435182.0
Los Rehenes,Limosnero De Cariño,0.512,0.6,-6.035,0.691,52611380.0,157769.0,2592.0,49002679.0
Los Rehenes,Amor En Silencio,0.658,0.587,-6.633,0.857,10731593.0,24124.0,770.0,19122028.0
Los Rehenes,Verdades Que Duelen,0.761,0.64,-5.403,0.894,5687967.0,20081.0,59.0,21937657.0
Los Rehenes,Una Banda Y Un Corrido,0.734,0.522,-7.935,0.91,21847870.0,51152.0,790.0,11722859.0
Los Rehenes,Un Títere,0.71,0.576,-6.245,0.965,438654.0,2186.0,58.0,23976654.0
Los Rehenes,Corazones Rotos,0.712,0.629,-7.08,0.938,6734338.0,26618.0,671.0,24648248.0
Los Rehenes,No Me Importa,0.695,0.595,-5.764,0.916,63111715.0,139415.0,2652.0,16450731.0
Los Rehenes,Ni El Primero Ni El Último,0.735,0.529,-7.639,0.963,6856291.0,20242.0,457.0,24905291.0
Los Rehenes,Adiós Y Buena Suerte,0.76,0.68,-5.484,0.859,19208131.0,31932.0,722.0,17488956.0
LX,Bin in Trance,0.806,0.808,-5.856,0.488,617667.0,31129.0,1037.0,1134964.0
LX,HaifischNikez Allstars,0.764,0.744,-5.529,0.507,52290828.0,551452.0,23212.0,71955997.0
LX,Auf Clouds,0.858,0.658,-7.548,0.573,1465331.0,38280.0,1766.0,5176458.0
LX,Vielen Dank,0.854,0.572,-5.678,0.35,5279644.0,106072.0,3797.0,30846528.0
LX,So High,0.72,0.606,-8.887,0.528,535239.0,19588.0,813.0,2201903.0
LX,Wer von Euch?!,0.852,0.545,-7.039,0.657,1440233.0,35188.0,1873.0,3040822.0
LX,Bob Marley,0.825,0.633,-8.692,0.572,1851756.0,37980.0,1284.0,13764988.0
LX,Optimal,0.527,0.714,-5.79,0.595,59973709.0,406846.0,13967.0,47506073.0
LX,10 Jahre,0.599,0.825,-6.484,0.419,49698103.0,342642.0,17178.0,52448796.0
LX,187 Gang,0.742,0.557,-8.03,0.372,81723.0,3113.0,58.0,29837212.0
Joe,I Wanna Know,0.725,0.487,-5.959,0.599,194888648.0,1112656.0,24051.0,143431200.0
Joe,Faded Pictures,0.705,0.511,-7.422,0.581,53165.0,809.0,58.0,48429019.0
Joe,No One Else Comes Close,0.608,0.531,-9.549,0.328,9693281.0,39859.0,1998.0,32895117.0
Joe,Ride wit U (feat. G-Unit),0.796,0.615,-5.053,0.733,13793629.0,100484.0,2563.0,42115587.0
Joe,All The Things (Your Man Won't Do),0.573,0.679,-6.774,0.648,32483973.0,222719.0,7077.0,49614907.0
Joe,Stutter (feat. Mystikal) - Double Take Remix,0.767,0.759,-6.516,0.677,7655159.0,74546.0,2374.0,35396144.0
