artist,song,danceability,energy,loudness,valence,yt_views,yt_likes,yt_comments,streams
Glee Cast,If I Die Young (Glee Cast Version),0.718,0.382,-7.782,0.358,39610382.0,374938.0,29326.0,60148255.0
Bradley Cooper,Shallow,0.572,0.385,-6.362,0.323,1410152179.0,7651913.0,194743.0,2004338878.0
Bradley Cooper,I'll Never Love Again - Film Version,0.451,0.34,-7.466,0.221,462824389.0,2741971.0,77456.0,308551473.0
Bradley Cooper,I Don't Know What Love Is,0.421,0.535,-6.556,0.221,5021675.0,26815.0,659.0,94730022.0
Bradley Cooper,Maybe It's Time,0.699,0.282,-7.65,0.359,55368059.0,219540.0,3935.0,132282169.0
Bradley Cooper,Music To My Eyes,0.625,0.356,-9.044,0.325,6511542.0,33981.0,642.0,116203650.0
Bradley Cooper,Black Eyes,0.373,0.937,-2.133,0.46,4562325.0,34218.0,1532.0,76925024.0
Bradley Cooper,Diggin' My Grave,0.684,0.612,-4.653,0.561,1026736.0,4528.0,98.0,77658351.0
Bradley Cooper,Too Far Gone,0.565,0.482,-6.621,0.342,3633709.0,12970.0,100.0,47209368.0
Bradley Cooper,Alibi,0.285,0.787,-3.641,0.636,410176.0,3383.0,96.0,60894168.0
Bradley Cooper,Out Of Time,0.584,0.915,-7.339,0.359,10498996.0,28408.0,339.0,60311047.0
Paloma Faith,Only Love Can Hurt Like This,0.566,0.885,-4.528,0.304,168083895.0,1637603.0,27659.0,472628386.0
Paloma Faith,Only Love Can Hurt Like This - Slowed Down Version,0.554,0.854,-6.263,0.387,3728133.0,84898.0,656.0,58262636.0
Paloma Faith,Only Love Can Hurt Like This - Sped Up Version,0.668,0.982,-4.754,0.691,96427.0,3369.0,125.0,13979392.0
Paloma Faith,Lullaby,0.725,0.835,-3.95,0.845,70588126.0,315107.0,5575.0,208329835.0
Paloma Faith,Upside Down,0.618,0.842,-4.384,0.734,10179218.0,94366.0,3875.0,41035693.0
Paloma Faith,Lullaby - Acoustic,0.74,0.284,-7.833,0.374,389779.0,5515.0,210.0,30182521.0
Paloma Faith,Lullaby - Calvo Remix,0.629,0.884,-4.984,0.455,793806.0,7364.0,139.0,15441008.0
Paloma Faith,Make Your Own Kind of Music,0.567,0.753,-4.823,0.566,146155.0,1303.0,0.0,26077755.0
Paloma Faith,Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,0.379,0.92,-3.85,0.278,285351.0,6359.0,100.0,1175645.0
Paloma Faith,Never Tear Us Apart,0.532,0.487,-7.5,0.162,13737297.0,122822.0,3500.0,21864412.0
Popcaan,We Caa Done (feat. Drake),0.567,0.761,-6.458,0.484,5153130.0,130131.0,5711.0,18427579.0
Popcaan,Toni-Ann Singh (feat. Popcaan),0.67,0.607,-6.44,0.863,7934149.0,147930.0,5469.0,13102720.0
Popcaan,Come Over (feat. Popcaan),0.702,0.652,-5.587,0.524,12453414.0,191037.0,2806.0,64120942.0
Popcaan,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),0.571,0.747,-4.659,0.635,15176159.0,110852.0,2324.0,76080183.0
Popcaan,Aboboyaa (feat. Burna Boy),0.634,0.833,-5.1,0.714,1241734.0,54122.0,2088.0,531624.0
Popcaan,Silence,0.547,0.558,-6.745,0.422,44950551.0,278543.0,5950.0,22259505.0
Popcaan,GYALIS (Remix) [feat. Chris Brown & Popcaan],0.6,0.602,-9.643,0.676,4350801.0,63275.0,1941.0,13816788.0
Popcaan,My Type,0.623,0.481,-7.26,0.514,32784847.0,162102.0,2684.0,24220191.0
Popcaan,ALL I NEED (feat. Drake),0.573,0.427,-9.0,0.127,2042539.0,34073.0,978.0,17941868.0
Popcaan,Next To Me (feat. Toni-Ann Singh),0.384,0.621,-5.723,0.409,7934149.0,147930.0,5469.0,1048722.0
Indila,Tourner Dans Le Vide,0.594,0.698,-8.645,0.376,305862899.0,3212943.0,128463.0,134664376.0
Indila,Dernière danse,0.669,0.449,-7.658,0.327,964652012.0,8893049.0,328819.0,239674920.0
Indila,Love Story,0.375,0.255,-12.279,0.331,251878457.0,2768700.0,70397.0,93966874.0
Indila,Ainsi bas la vida,0.776,0.641,-6.925,0.437,2003413.0,57036.0,2348.0,86426529.0
Indila,S.O.S,0.531,0.587,-6.995,0.208,253484160.0,1592019.0,65970.0,35846250.0
Indila,Parle à ta tête,0.661,0.813,-4.428,0.459,55173018.0,975556.0,38242.0,19201751.0
Indila,Tourner dans le vide - Version Orchestrale,0.278,0.371,-10.154,0.0979,320292.0,6866.0,28.0,3897607.0
Indila,Mini World,0.563,0.541,-8.458,0.165,11921900.0,52129.0,1362.0,11293717.0
Indila,Ego,0.748,0.752,-6.828,0.73,322318.0,2299.0,70.0,11879632.0
Indila,Love Story - Version Orchestrale,0.574,0.291,-11.337,0.289,986363.0,17704.0,15.0,3726681.0
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,0.664,0.714,-6.645,0.71,1563356710.0,8005631.0,230544.0,1649785651.0
Mike Posner,Cooler Than Me - Single Mix,0.768,0.82,-4.63,0.625,105366278.0,848674.0,49358.0,466958525.0
Mike Posner,Cooler Than Me (feat. Big Sean),0.837,0.515,-4.065,0.769,105366278.0,848674.0,49358.0,132799753.0
Mike Posner,Please Don't Go,0.699,0.882,-3.896,0.657,65453799.0,498685.0,23359.0,173486809.0
Mike Posner,I'm Not Dead Yet,0.723,0.64,-6.006,0.456,2371700.0,63743.0,2678.0,6751364.0
Mike Posner,I Took A Pill In Ibiza,0.637,0.318,-10.07,0.383,1563356710.0,8005631.0,230544.0,73572018.0
Mike Posner,Bow Chicka Wow Wow (feat. Lil' Wayne),0.626,0.67,-5.381,0.523,49633315.0,280496.0,20354.0,40281113.0
Mike Posner,Move On,0.736,0.688,-5.736,0.36,17381511.0,526159.0,15723.0,54093438.0
Mike Posner,Smoke & Drive,0.599,0.598,-4.885,0.267,788463.0,6522.0,336.0,7475073.0
Mike Posner,Cooler Than Me - Gigamesh Remix,0.757,0.675,-11.561,0.616,57859.0,919.0,20.0,3228259.0
Clayton & Romário,Ai Eu Chorei - Ao Vivo,0.627,0.816,-1.889,0.64,,,,52427272.0
Clayton & Romário,Problemão - Ao Vivo,0.582,0.891,-4.709,0.661,,,,21005706.0
Clayton & Romário,Que Faculdade Cê Faz? - Ao Vivo,0.672,0.919,-3.424,0.686,,,,5734545.0
Clayton & Romário,O Grau Bateu - Ao Vivo,0.63,0.944,-3.684,0.619,,,,10304095.0
Clayton & Romário,Água Nos Zói - Ao Vivo,0.541,0.869,-1.875,0.494,,,,85639987.0
Clayton & Romário,Se Eu Pedir Cê Volta / Ela É Demais - Ao Vivo,0.592,0.895,-2.658,0.783,,,,4833347.0
Clayton & Romário,Se Não Tem As Manha - Ao Vivo,0.548,0.801,-3.853,0.507,,,,5992272.0
Clayton & Romário,Coração Que Manda - Ao Vivo,0.674,0.864,-5.117,0.867,,,,3107060.0
Clayton & Romário,Fui Dando Porrada - Ao Vivo,0.667,0.863,-4.521,0.85,,,,7043034.0
Clayton & Romário,Pingaiada - Ao Vivo,0.564,0.885,-4.501,0.825,,,,15112957.0
BK,Poesia Acústica #2: Sobre Nós,0.613,0.641,-9.841,0.803,639982634.0,4262673.0,97680.0,132773482.0
BK,Músicas de amor nunca mais,0.725,0.585,-5.675,0.409,4729231.0,82970.0,2011.0,7083950.0
BK,Poesia Acústica 10: Recomeçar,0.739,0.636,-5.975,0.442,152769391.0,1929536.0,83648.0,67597117.0
BK,Só me ligar,0.809,0.483,-5.972,0.561,3275854.0,53473.0,574.0,5659257.0
BK,X6,0.47,0.739,-6.343,0.425,626152.0,3477.0,191.0,1894155.0
BK,Planos,0.457,0.763,-6.985,0.119,54668895.0,534997.0,8433.0,49085426.0
BK,.38,0.779,0.779,-3.715,0.513,,,,4992074.0
BK,Se eu não lembrar,0.586,0.754,-3.949,0.676,1899930.0,30387.0,1511.0,2554245.0
BK,Lugar na mesa,0.808,0.588,-4.916,0.111,455831.0,16474.0,379.0,2194472.0
BK,Em nome do que sinto,0.462,0.686,-6.395,0.639,736919.0,15096.0,206.0,1773652.0
Jory Boy,No Te Hagas,0.748,0.69,-3.812,0.433,254774745.0,1684510.0,37078.0,241970614.0
Jory Boy,HOOKIA,0.733,0.814,-2.817,0.483,3896151.0,75762.0,1415.0,11317924.0
Jory Boy,More,0.687,0.778,-6.623,0.865,394878941.0,1232484.0,40793.0,164453482.0
Jory Boy,Suburban,0.777,0.755,-3.641,0.783,8888846.0,92995.0,3130.0,10561460.0
Jory Boy,Sin Perse,0.775,0.558,-4.378,0.802,1670846.0,16963.0,503.0,1346133.0
Jory Boy,Mia,0.713,0.855,-2.412,0.828,144878.0,1829.0,33.0,24197962.0
Jory Boy,Deja,0.743,0.76,-5.48,0.756,2035284.0,11145.0,160.0,17945558.0
Jory Boy,Me Lo Dijo Todo,0.599,0.673,-5.167,0.519,4464905.0,73260.0,1235.0,2069496.0
Jory Boy,Santorini,0.782,0.884,-2.593,0.788,332120.0,9389.0,387.0,148537.0
Jory Boy,La Noche Oscura (feat. Anuel AA),0.783,0.755,-6.727,0.545,2972634.0,25881.0,400.0,11444611.0
Selena Gomez & The Scene,Love You Like A Love Song,0.858,0.678,-3.87,0.922,,,,561601833.0
Selena Gomez & The Scene,Who Says,0.682,0.927,-2.915,0.744,,,,362516755.0
Selena Gomez & The Scene,Naturally,0.605,0.902,-5.406,0.875,,,,105765929.0
Selena Gomez & The Scene,A Year Without Rain,0.629,0.806,-5.264,0.409,,,,85067038.0
Selena Gomez & The Scene,Hit The Lights,0.56,0.88,-3.953,0.573,,,,56764585.0
Selena Gomez & The Scene,Round & Round,0.545,0.686,-4.081,0.486,,,,45940245.0
Selena Gomez & The Scene,Un Año Sin Lluvia,0.62,0.845,-4.99,0.398,,,,8541907.0
Selena Gomez & The Scene,Tell Me Something I Don't Know,0.71,0.935,-3.339,0.914,,,,34844774.0
Selena Gomez & The Scene,My Dilemma 2.0,0.571,0.896,-3.183,0.543,,,,25374083.0
Selena Gomez & The Scene,My Dilemma,0.615,0.866,-3.777,0.655,,,,12012051.0
Two Door Cinema Club,What You Know,0.563,0.739,-4.239,0.775,114577984.0,939420.0,30023.0,606667617.0
Two Door Cinema Club,Undercover Martyn,0.454,0.873,-5.072,0.562,40991527.0,499468.0,15568.0,263877464.0
Two Door Cinema Club,Something Good Can Work,0.647,0.834,-5.321,0.641,21416271.0,153410.0,5629.0,227807392.0
Two Door Cinema Club,Sun,0.649,0.528,-5.642,0.598,21670985.0,148198.0,3847.0,120629736.0
Two Door Cinema Club,I Can Talk,0.474,0.753,-5.058,0.67,14473203.0,81359.0,4267.0,79912609.0
Two Door Cinema Club,Changing of the Seasons,0.543,0.865,-4.644,0.579,7387546.0,51883.0,1957.0,76616606.0
Two Door Cinema Club,Wonderful Life - Edit,0.57,0.865,-2.291,0.752,575699.0,7085.0,344.0,
Two Door Cinema Club,Are We Ready? (Wreck),0.601,0.75,-6.626,0.736,9176111.0,80544.0,2972.0,67589797.0
Two Door Cinema Club,Sleep Alone,0.53,0.752,-5.16,0.529,12899200.0,82998.0,3897.0,66342606.0
Two Door Cinema Club,This Is the Life,0.457,0.805,-5.434,0.387,4080234.0,25132.0,1530.0,43210851.0
Phantogram,Black Out Days,0.542,0.795,-3.63,0.431,22886272.0,357263.0,7014.0,187182121.0
Phantogram,Black Out Days - Future Islands Remix,0.477,0.483,-9.413,0.123,40283155.0,691110.0,6053.0,189025213.0
Phantogram,Black Out Days - Sped Up,0.585,0.85,-4.113,0.517,334290.0,7972.0,0.0,22733359.0
Phantogram,Black Out Days - Future Islands Remix (Slowed),0.535,0.402,-10.884,0.0862,40283155.0,691110.0,6053.0,27472473.0
Phantogram,When I'm Small,0.646,0.758,-4.34,0.424,38145319.0,346365.0,11578.0,100317173.0
Phantogram,Don't Move,0.558,0.642,-5.206,0.482,5256566.0,32636.0,1083.0,62945585.0
Phantogram,Moneymaker - Phantogram Remix,0.646,0.897,-3.265,0.914,6084.0,241.0,16.0,383016.0
Phantogram,Cruel World,0.559,0.452,-6.549,0.197,2320163.0,33605.0,1848.0,25278477.0
Phantogram,Fall In Love,0.337,0.859,-3.189,0.265,19265292.0,150492.0,6130.0,61484023.0
Phantogram,You Don’t Get Me High Anymore,0.504,0.945,-4.625,0.744,12722439.0,131596.0,4957.0,36032430.0
Kid Ink,Show Me (feat. Chris Brown),0.711,0.508,-7.299,0.663,326412305.0,1667653.0,34832.0,324075704.0
Kid Ink,Main Chick (feat. Chris Brown),0.775,0.496,-5.652,0.204,58072164.0,350140.0,6480.0,116162624.0
Kid Ink,Promise (feat. Fetty Wap),0.797,0.469,-8.112,0.481,175727364.0,1058576.0,23608.0,213978127.0
Kid Ink,Be Real (feat. DeJ Loaf),0.762,0.611,-5.462,0.386,66618611.0,506542.0,8652.0,188847788.0
Kid Ink,Hell & Back,0.597,0.545,-6.956,0.344,45355477.0,278918.0,10048.0,106884409.0
Kid Ink,Big Burna,0.616,0.669,-8.171,0.846,136265.0,6330.0,273.0,2765617.0
Kid Ink,Ride Out,0.696,0.801,-5.641,0.536,279512888.0,1666557.0,26421.0,155268754.0
Kid Ink,Body Language (feat. Usher & Tinashe),0.882,0.53,-5.771,0.256,57191563.0,395606.0,6806.0,141281614.0
Kid Ink,Mykonos Flow,0.703,0.758,-4.93,0.633,28968.0,1452.0,113.0,866724.0
Kid Ink,Ride With Me (feat. Kid Ink),0.623,0.889,-2.169,0.466,1532837.0,21059.0,332.0,29749898.0
Nakash Aziz,Boss Party,0.897,0.816,-5.357,0.637,64126104.0,641052.0,21295.0,9644119.0
Nakash Aziz,"Current Laga Re (From ""Cirkus"")",0.504,0.966,-3.072,0.414,1341373.0,17395.0,466.0,5024927.0
Nakash Aziz,"Ra Ra Rakkamma (From ""Vikrant Rona"")",0.832,0.962,-5.859,0.359,48836788.0,397705.0,4519.0,17554316.0
Nakash Aziz,"Mass Raja (From ""Dhamaka"")",0.451,0.965,-2.11,0.514,5531725.0,103672.0,2851.0,2683796.0
Nakash Aziz,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",0.818,0.93,-2.982,0.831,387530902.0,1992244.0,40593.0,42231872.0
Nakash Aziz,Eyy Bidda Idhi Naa Adda,0.728,0.861,-5.852,0.662,84080266.0,532805.0,6909.0,21321741.0
Nakash Aziz,"Cutiepie (From ""Ae Dil Hai Mushkil"")",0.799,0.929,-3.231,0.952,71575391.0,321662.0,6061.0,27431215.0
Nakash Aziz,Pungi,0.939,0.933,-2.688,0.708,77042096.0,721469.0,10598.0,9155939.0
Nakash Aziz,Vaaram - First Look Somavaaram,0.506,0.804,-7.277,0.748,43790.0,628.0,7.0,6159846.0
Haftbefehl,069,0.707,0.723,-5.114,0.286,3785191.0,49617.0,1118.0,62066034.0
Haftbefehl,RADW,0.872,0.725,-6.534,0.5,7174984.0,166941.0,4937.0,37690821.0
Haftbefehl,Chabos wissen wer der Babo ist,0.516,0.976,-5.143,0.7,6344935.0,84021.0,2924.0,36711796.0
Haftbefehl,AMADÉ IN 808,0.704,0.599,-7.339,0.042,166539.0,5648.0,388.0,1080377.0
Haftbefehl,Dann mit der Pumpgun 2.0 (feat. Azad & Kool Savas),0.684,0.794,-5.498,0.629,486065.0,8326.0,0.0,3238770.0
Haftbefehl,Geruch von Koks (feat. Paula Hartmann),0.554,0.483,-10.364,0.384,140265.0,4140.0,240.0,3886974.0
Haftbefehl,Dünner Kanack (feat. Ufo361),0.638,0.497,-8.828,0.259,145396.0,1714.0,0.0,1893294.0
Haftbefehl,Tach Tach,0.668,0.761,-5.364,0.195,1448884.0,15584.0,17.0,7591012.0
Haftbefehl,Die braune Tasche,0.558,0.635,-6.606,0.239,170315.0,4458.0,0.0,2405255.0
Haftbefehl,Haft betritt den Raum,0.836,0.548,-10.202,0.0445,199659.0,2679.0,0.0,1299277.0
Murda,Konum Gizli (feat. Murda),0.862,0.506,-8.651,0.512,65231254.0,340247.0,7155.0,69908811.0
Murda,Imdat (feat. Hadise),0.964,0.337,-9.294,0.96,39996368.0,229607.0,10831.0,35660508.0
Murda,RARRii,0.89,0.552,-7.795,0.901,25704522.0,158514.0,4030.0,29216008.0
Murda,Bi Sonraki Hayatımda Gel,0.933,0.448,-4.491,0.737,267180591.0,987715.0,36981.0,115712311.0
Murda,Bela,0.812,0.709,-5.18,0.533,4068291.0,38908.0,1658.0,6686040.0
Murda,Gece Gündüz,0.83,0.576,-5.005,0.295,124634298.0,631903.0,20837.0,69022605.0
Murda,Tarif,0.668,0.489,-10.898,0.403,745257.0,11239.0,774.0,4848919.0
Murda,Salt Bae,0.733,0.549,-7.157,0.712,1221196.0,15718.0,508.0,2099193.0
Murda,Shutdown,0.89,0.519,-5.783,0.772,33106049.0,93064.0,2435.0,39317257.0
Murda,Class,0.854,0.63,-7.247,0.721,4343321.0,35003.0,2211.0,1057415.0
fun.,We Are Young (feat. Janelle Monáe),0.378,0.638,-5.576,0.735,1034076396.0,6230575.0,254569.0,886218159.0
fun.,Some Nights,0.672,0.738,-7.045,0.392,239600058.0,1442173.0,101682.0,584310646.0
fun.,Carry On,0.388,0.694,-5.769,0.365,110578326.0,578705.0,30697.0,145884770.0
fun.,C'mon - Single Version,0.38,0.489,-7.027,0.337,6288187.0,73594.0,5752.0,
fun.,Sight of the Sun - Single Version,0.626,0.703,-5.247,0.522,1666789.0,15180.0,787.0,27697921.0
fun.,The Gambler,0.613,0.296,-7.571,0.46,3910342.0,19411.0,1644.0,21126642.0
fun.,All The Pretty Girls,0.646,0.787,-4.654,0.774,11157677.0,47880.0,5752.0,18723379.0
fun.,Sleigh Ride,0.558,0.731,-6.282,0.381,669718.0,4173.0,285.0,19705089.0
fun.,Be Calm,0.429,0.52,-6.508,0.314,42244.0,641.0,62.0,16379504.0
fun.,Why Am I the One,0.408,0.499,-7.16,0.501,26223554.0,146168.0,7009.0,34412460.0
Mikky Ekko,"Who Are You, Really?",0.643,0.729,-6.22,0.72,701798.0,10659.0,371.0,20670379.0
Mikky Ekko,We Must Be Killers,0.549,0.274,-12.105,0.0724,1487009.0,18899.0,986.0,6431025.0
Mikky Ekko,Smile,0.327,0.628,-7.714,0.255,7249019.0,115437.0,3081.0,34003108.0
Mikky Ekko,Time,0.477,0.28,-11.747,0.149,689008.0,8048.0,252.0,15431838.0
Mikky Ekko,Cherish You,0.641,0.573,-7.413,0.12,106994.0,2689.0,113.0,3368808.0
Mikky Ekko,Feels Like The End,0.152,0.316,-10.199,0.0535,1097330.0,9517.0,530.0,4884485.0
Mikky Ekko,Pull Me Down,0.521,0.667,-8.757,0.357,5326374.0,50409.0,2132.0,14377864.0
Mikky Ekko,Kids - The Chainsmokers Remix,0.61,0.571,-7.849,0.182,10525.0,96.0,10.0,2806084.0
Mikky Ekko,Kids,0.534,0.688,-8.236,0.173,1908182.0,18693.0,960.0,6112137.0
Mikky Ekko,U,0.663,0.648,-8.014,0.538,320986.0,2927.0,109.0,5742329.0
Maher Zain,Rahmatun Lil'Alameen,0.474,0.551,-4.663,0.424,9653002.0,217117.0,6611.0,8835363.0
Maher Zain,Sepanjang Hidup - For the Rest of My Life Malay Version,0.624,0.672,-4.973,0.409,53697915.0,367963.0,15581.0,11505227.0
Maher Zain,For the Rest of My Life,0.606,0.637,-6.165,0.329,66954587.0,441776.0,16382.0,17214973.0
Maher Zain,Baraka Allahu Lakuma,0.684,0.799,-4.644,0.646,119155547.0,763877.0,31508.0,17984487.0
Maher Zain,Ya Nabi Salam Alayka,0.391,0.678,-4.124,0.645,502189487.0,4576157.0,250346.0,26552475.0
Maher Zain,Dima Maghreb,0.399,0.76,-8.084,0.78,6558614.0,121264.0,4951.0,939601.0
Maher Zain,Radhitu Billahi Rabba - Vocals Only - No Music,0.379,0.298,-10.829,0.557,61327.0,973.0,63.0,8077064.0
Maher Zain,Allahi Allah Kiya Karo - Vocals Only Version,0.496,0.287,-9.282,0.583,47910732.0,435675.0,24473.0,7351465.0
Maher Zain,Ya Nabi Salam Alayka - Vocals Only Version,0.495,0.303,-7.977,0.456,28179285.0,206078.0,10641.0,5519431.0
Maher Zain,Peace Be Upon You,0.489,0.374,-7.093,0.498,22456913.0,334327.0,14298.0,17493569.0
Mac Miller,The Spins,0.794,0.766,-3.894,0.55,821393.0,7320.0,418.0,381425754.0
Mac Miller,Love Lost,0.735,0.812,-4.417,0.584,2110850.0,38425.0,1147.0,81335864.0
Mac Miller,Self Care,0.52,0.538,-8.109,0.177,419494661.0,2676012.0,125537.0,538108030.0
Mac Miller,Small Worlds,0.516,0.546,-9.105,0.515,13625529.0,187146.0,4111.0,208187811.0
Mac Miller,Weekend (feat. Miguel),0.843,0.435,-8.442,0.19,60539784.0,457491.0,10010.0,486067350.0
Mac Miller,Congratulations (feat. Bilal),0.465,0.225,-12.637,0.207,8395581.0,116808.0,2220.0,112529647.0
Mac Miller,Blue World,0.742,0.553,-8.98,0.508,16526177.0,230071.0,5238.0,257372415.0
Mac Miller,Good News,0.794,0.32,-12.92,0.241,119813112.0,1497134.0,67239.0,367719834.0
Mac Miller,Come Back to Earth,0.272,0.238,-12.148,0.119,21054841.0,247048.0,12049.0,228720571.0
Mac Miller,My Favorite Part,0.861,0.33,-7.194,0.718,104932054.0,1262044.0,36772.0,285795421.0
Kendrick Lamar,All The Stars (with SZA),0.698,0.633,-4.946,0.552,388789903.0,3564449.0,114658.0,1170951511.0
Kendrick Lamar,HUMBLE.,0.908,0.621,-6.638,0.421,894244864.0,7632366.0,225603.0,1786283585.0
Kendrick Lamar,LOVE. FEAT. ZACARI.,0.8,0.585,-7.343,0.779,124542486.0,1925485.0,58013.0,969849343.0
Kendrick Lamar,PRIDE.,0.665,0.535,-7.056,0.37,5356.0,136.0,4.0,355858839.0
Kendrick Lamar,N95,0.79,0.67,-5.527,0.408,57475619.0,1377693.0,53006.0,226246635.0
Kendrick Lamar,Pray For Me,0.732,0.678,-4.977,0.196,239347502.0,2372848.0,60309.0,676059643.0
Kendrick Lamar,family ties (with Kendrick Lamar),0.711,0.611,-5.453,0.144,81536597.0,1401834.0,51184.0,422244580.0
Kendrick Lamar,Money Trees,0.716,0.531,-7.355,0.344,45029096.0,237893.0,6092.0,867211166.0
Kendrick Lamar,Alright,0.796,0.766,-5.974,0.558,162336573.0,1576672.0,64992.0,455574605.0
Kendrick Lamar,Die Hard,0.775,0.736,-8.072,0.362,40465.0,903.0,0.0,183161519.0
BTS,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],0.71,0.879,-4.218,0.341,123735277.0,4676568.0,226196.0,154428184.0
BTS,Run BTS,0.724,0.818,-3.747,0.696,66052312.0,3085054.0,104716.0,223711428.0
BTS,Left and Right (Feat. Jung Kook of BTS),0.881,0.592,-4.898,0.719,293356758.0,8016807.0,540885.0,487102924.0
BTS,Dynamite,0.746,0.765,-4.41,0.737,1640945859.0,35892575.0,16083138.0,1582446481.0
BTS,My Universe,0.573,0.711,-6.268,0.47,254658377.0,8867604.0,432726.0,883224238.0
BTS,Yet To Come,0.559,0.885,-4.515,0.683,176612886.0,10687920.0,2984558.0,248247928.0
BTS,Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,-3.296,0.955,4844158.0,775430.0,16014.0,172373567.0
BTS,Boy With Luv (feat. Halsey),0.645,0.862,-4.761,0.803,1634109865.0,27588189.0,6535721.0,989478029.0
BTS,Butter,0.759,0.459,-5.187,0.695,850329651.0,22723127.0,9131761.0,1066001876.0
BTS,Permission to Dance,0.702,0.741,-5.33,0.646,563221859.0,17090534.0,3486944.0,560895612.0
One Direction,Night Changes,0.672,0.52,-7.747,0.37,621581532.0,6699071.0,248205.0,912272058.0
One Direction,What Makes You Beautiful,0.726,0.787,-2.494,0.888,1409822854.0,11089585.0,1156151.0,859532201.0
One Direction,Story of My Life,0.6,0.663,-5.802,0.286,976289967.0,7976348.0,734143.0,940793629.0
One Direction,Right Now,0.645,0.78,-5.165,0.372,17205777.0,141610.0,4301.0,192874795.0
One Direction,18,0.681,0.582,-7.76,0.221,2136575.0,55189.0,2632.0,448953769.0
One Direction,Steal My Girl,0.536,0.768,-5.948,0.545,408225075.0,4499688.0,202609.0,614725405.0
One Direction,Drag Me Down,0.73,0.703,-5.672,0.595,1026059927.0,9320803.0,2469841.0,920989113.0
One Direction,Perfect,0.647,0.823,-5.231,0.396,524094501.0,4582254.0,235551.0,649972372.0
One Direction,You & I,0.574,0.329,-6.829,0.356,577832390.0,5851999.0,310312.0,466541601.0
One Direction,Best Song Ever,0.652,0.877,-2.986,0.486,774352951.0,6784351.0,997147.0,447745414.0
Charlie Puth,Left and Right (Feat. Jung Kook of BTS),0.881,0.592,-4.898,0.719,293356758.0,8016807.0,540885.0,487102924.0
Charlie Puth,Attention,0.775,0.613,-4.586,0.797,1435380634.0,10238525.0,239190.0,1453272135.0
Charlie Puth,See You Again (feat. Charlie Puth),0.689,0.481,-7.503,0.283,5773798407.0,40147674.0,2127346.0,1521254554.0
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),0.728,0.563,-8.053,0.352,2925709616.0,13643149.0,395627.0,1468031758.0
Charlie Puth,Light Switch,0.689,0.627,-5.692,0.905,130399103.0,2405885.0,63981.0,417651908.0
Charlie Puth,Cheating on You,0.749,0.535,-6.785,0.601,96380584.0,1599273.0,32650.0,269510500.0
Charlie Puth,That's Hilarious,0.713,0.442,-5.909,0.546,25986685.0,557150.0,18008.0,109251579.0
Charlie Puth,How Long,0.845,0.561,-5.253,0.811,674149946.0,4542521.0,152490.0,587663055.0
Charlie Puth,One Call Away,0.667,0.613,-5.353,0.47,797478569.0,4930008.0,145294.0,696944617.0
Charlie Puth,Loser,0.698,0.623,-7.845,0.625,14953889.0,255933.0,8325.0,30503618.0
Anitta,Ai Papai,0.73,0.966,-1.794,0.891,14980040.0,187117.0,6301.0,26896009.0
Anitta,Envolver,0.812,0.736,-5.421,0.396,467274169.0,3405764.0,212408.0,478614170.0
Anitta,La Loto,0.855,0.83,-2.815,0.775,72833439.0,656500.0,35863.0,94362079.0
Anitta,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix",0.763,0.669,-4.402,0.609,41025322.0,437128.0,11614.0,64963004.0
Anitta,Downtown,0.775,0.679,-4.985,0.619,665825401.0,4485198.0,150563.0,558939220.0
Anitta,PROIBIDONA,0.773,0.655,-3.571,0.428,1371613.0,85812.0,4310.0,3443264.0
Anitta,SIMPLY THE BEST,0.872,0.789,-6.047,0.646,43228875.0,242952.0,38381.0,18501860.0
Anitta,El Que Espera,0.825,0.758,-1.73,0.828,13823183.0,259007.0,16216.0,44288515.0
Anitta,Macetar,0.851,0.619,-4.106,0.6,2415380.0,62040.0,3530.0,8976820.0
Anitta,Envolver Remix,0.824,0.819,-4.336,0.616,48920304.0,515593.0,13518.0,62023519.0
Labrinth,Formula,0.574,0.664,-6.068,0.226,43491177.0,712734.0,4636.0,429014117.0
Labrinth,Mount Everest,0.494,0.428,-7.239,0.44,13434090.0,455028.0,4306.0,375539524.0
Labrinth,Still Don't Know My Name,0.316,0.63,-5.963,0.313,86462275.0,1453244.0,10962.0,509073953.0
Labrinth,Jealous,0.439,0.153,-8.95,0.104,357044985.0,2743760.0,73927.0,643433188.0
Labrinth,"Genius (feat. Sia, Diplo, and Labrinth)",0.603,0.615,-4.931,0.561,331494003.0,3990457.0,81180.0,411692294.0
Labrinth,All For Us,0.46,0.66,-6.642,0.18,13508091.0,279183.0,1453.0,359807632.0
Labrinth,Forever,0.563,0.459,-7.781,0.197,119675.0,2812.0,41.0,256776366.0
Labrinth,When I R.I.P.,0.417,0.551,-6.456,0.444,22596368.0,302860.0,1743.0,180770173.0
