artist,n_reviews,artist_norm,is_various,is_suspicious_token
gun outfit,2,gun outfit,False,False
gunn-truscinski duo,1,gunn-truscinski duo,False,False
gunplay,5,gunplay,False,False
guns,1,guns,False,False
guns n' roses,1,guns n' roses,False,False
gusgus,1,gusgus,False,False
gustav,1,gustav,False,False
guster,1,guster,False,False
guther,1,guther,False,False
guy blakeslee,1,guy blakeslee,False,False
gwen stefani,3,gwen stefani,False,False
gwenno,1,gwenno,False,False
gyrgy ligeti,1,gyrgy ligeti,False,False
gza,3,gza,False,False
hacavitz,1,hacavitz,False,False
hackensaw boys,2,hackensaw boys,False,False
haerts,1,haerts,False,False
hafler trio,1,hafler trio,False,False
hagerty-toth band,1,hagerty-toth band,False,False
hail mary mallon,1,hail mary mallon,False,False
hail social,2,hail social,False,False
hailu mergia,1,hailu mergia,False,False
haim,1,haim,False,False
hair police,3,hair police,False,False
hal,1,hal,False,False
haley bonar,2,haley bonar,False,False
half cousin,1,half cousin,False,False
half japanese,3,half japanese,False,False
half-handed cloud,3,half-handed cloud,False,False
halifax pier,1,halifax pier,False,False
hall,1,hall,False,False
hall of fame,1,hall of fame,False,False
hallelujah the hills,3,hallelujah the hills,False,False
halls,1,halls,False,False
halo,1,halo,False,False
halsey,1,halsey,False,False
ham1,1,ham1,False,False
hamid drake,1,hamid drake,False,False
hamilton leithauser,2,hamilton leithauser,False,False
hamish kilgour,1,hamish kilgour,False,False
hammers of misfortune,2,hammers of misfortune,False,False
hammock,3,hammock,False,False
hands,1,hands,False,False
handsome boy modeling school,1,handsome boy modeling school,False,False
handsome furs,3,handsome furs,False,False
hangar 18,1,hangar 18,False,False
hangedup,1,hangedup,False,False
hanggai,1,hanggai,False,False
hanin elias,1,hanin elias,False,False
hank,2,hank,False,False
hanne hukkelberg,3,hanne hukkelberg,False,False
hannibal buress,1,hannibal buress,False,False
hanoi janes,1,hanoi janes,False,False
hans zimmer,1,hans zimmer,False,False
hans-joachim rdelius,1,hans-joachim rdelius,False,False
hans-joachim roedelius,3,hans-joachim roedelius,False,False
hans-peter lindstrm,1,hans-peter lindstrm,False,False
hanssen,1,hanssen,False,False
happy birthday,1,happy birthday,False,False
happy jawbone family band,2,happy jawbone family band,False,False
har mar superstar,3,har mar superstar,False,False
harald grosskopf,1,harald grosskopf,False,False
harassor,1,harassor,False,False
hard mix,1,hard mix,False,False
hard-fi,2,hard-fi,False,False
harlan t. bobo,2,harlan t. bobo,False,False
harlem,2,harlem,False,False
harlem shakes,2,harlem shakes,False,False
harmonia,1,harmonia,False,False
harmonic 313,1,harmonic 313,False,False
harold budd,1,harold budd,False,False
harry bertoia,1,harry bertoia,False,False
harry nilsson,2,harry nilsson,False,False
harry pussy,2,harry pussy,False,False
hart valley drifters,1,hart valley drifters,False,False
harvey danger,1,harvey danger,False,False
harvey milk,2,harvey milk,False,False
hashman deejay,1,hashman deejay,False,False
hasidic new wave,1,hasidic new wave,False,False
hatchback,1,hatchback,False,False
hatred surge,1,hatred surge,False,False
haunted hearts,1,haunted hearts,False,False
hauschka,5,hauschka,False,False
have a nice life,1,have a nice life,False,False
havoc,1,havoc,False,False
hawksley workman,1,hawksley workman,False,False
hawkwind,1,hawkwind,False,False
hawnay troof,1,hawnay troof,False,False
hayden,5,hayden,False,False
haymarket riot,1,haymarket riot,False,False
haywood,1,haywood,False,False
head,2,head,False,False
head like a kite,1,head like a kite,False,False
head of femur,3,head of femur,False,False
head wound city,1,head wound city,False,False
headlights,3,headlights,False,False
headphones,1,headphones,False,False
headset,1,headset,False,False
health,6,health,False,False
heartless bastards,4,heartless bastards,False,False
heather woods broderick,1,heather woods broderick,False,False
heathered pearls,2,heathered pearls,False,False
heatsick,1,heatsick,False,False
heavenly,1,heavenly,False,False
heavy trash,3,heavy trash,False,False
heavy winged,1,heavy winged,False,False
hebronix,1,hebronix,False,False
hecker,2,hecker,False,False
hector zazou,1,hector zazou,False,False
heems,3,heems,False,False
hefner,2,hefner,False,False
heidecker,1,heidecker,False,False
heikki,1,heikki,False,False
helado negro,6,helado negro,False,False
heldon,1,heldon,False,False
helen,1,helen,False,False
helen marnie,1,helen marnie,False,False
helena espvall,1,helena espvall,False,False
helios,1,helios,False,False
hell on wheels,1,hell on wheels,False,False
hella,7,hella,False,False
hellacopters,3,hellacopters,False,False
hellfyre club,1,hellfyre club,False,False
hello,1,hello,False,False
hello echo,1,hello echo,False,False
hello saferide,2,hello saferide,False,False
hello seahorse!,1,hello seahorse!,False,False
helm,1,helm,False,False
helmet,3,helmet,False,False
helms alee,1,helms alee,False,False
helvetia,1,helvetia,False,False
hem,4,hem,False,False
henri pousseur,1,henri pousseur,False,False
henry cow,2,henry cow,False,False
henry flynt,1,henry flynt,False,False
henry threadgill,1,henry threadgill,False,False
hepcat,1,hepcat,False,False
her band,1,her band,False,False
her space holiday,6,her space holiday,False,False
herb robertson,1,herb robertson,False,False
herbert,3,herbert,False,False
hercules,6,hercules,False,False
here we go magic,4,here we go magic,False,False
herman dune,2,herman dune,False,False
heroine sheiks,1,heroine sheiks,False,False
heron oblivion,1,heron oblivion,False,False
heros severum,1,heros severum,False,False
herrmann,1,herrmann,False,False
herschell gordon lewis,1,herschell gordon lewis,False,False
herzog,1,herzog,False,False
hessian,1,hessian,False,False
heterotic,2,heterotic,False,False
hexstatic,1,hexstatic,False,False
hey mercedes,1,hey mercedes,False,False
hey willpower,1,hey willpower,False,False
hezekiah,1,hezekiah,False,False
hi red center,1,hi red center,False,False
hi-fidel,1,hi-fidel,False,False
hi-tek,3,hi-tek,False,False
hideki kaji,1,hideki kaji,False,False
hieroglyphic being,2,hieroglyphic being,False,False
hieroglyphics,1,hieroglyphics,False,False
high on fire,7,high on fire,False,False
high places,5,high places,False,False
high priest,1,high priest,False,False
high water marks,1,high water marks,False,False
highlife,1,highlife,False,False
hilary hahn,1,hilary hahn,False,False
hilly eye,1,hilly eye,False,False
him,5,him,False,False
hinds,1,hinds,False,False
hint hint,2,hint hint,False,False
hip tanaka,1,hip tanaka,False,False
his,1,his,False,False
his arkestra,1,his arkestra,False,False
his computerband,2,his computerband,False,False
his guitar trio all-stars,1,his guitar trio all-stars,False,False
his magnificent ukulele,1,his magnificent ukulele,False,False
his men,1,his men,False,False
his name is alive,5,his name is alive,False,False
his package,1,his package,False,False
his punx,3,his punx,False,False
his soft rock renegades,1,his soft rock renegades,False,False
his texas playboys,2,his texas playboys,False,False
hiss golden messenger,6,hiss golden messenger,False,False
hit-boy,1,hit-boy,False,False
hlos,1,hlos,False,False
ho-ag,1,ho-ag,False,False
hoax,1,hoax,False,False
hockey,1,hockey,False,False
hockey dad,1,hockey dad,False,False
hockey night,1,hockey night,False,False
hodgy,3,hodgy,False,False
hole,1,hole,False,False
holger czukay,2,holger czukay,False,False
holiday shores,1,holiday shores,False,False
hollertronix,1,hollertronix,False,False
holly golightly,2,holly golightly,False,False
holly herndon,3,holly herndon,False,False
holly miranda,2,holly miranda,False,False
holograms,2,holograms,False,False
holopaw,4,holopaw,False,False
holy fuck,4,holy fuck,False,False
holy ghost!,3,holy ghost!,False,False
holy other,2,holy other,False,False
home,1,home,False,False
home blitz,2,home blitz,False,False
homeboy sandman,6,homeboy sandman,False,False
homelife,1,homelife,False,False
homunculus,1,homunculus,False,False
honey ltd.,1,honey ltd.,False,False
honeyblood,1,honeyblood,False,False
hood,4,hood,False,False
hooded fang,1,hooded fang,False,False
hooded menace,1,hooded menace,False,False
hookworms,1,hookworms,False,False
hooray for earth,2,hooray for earth,False,False
hop along,2,hop along,False,False
hope of the states,1,hope of the states,False,False
hope sandoval,2,hope sandoval,False,False
hopewell,1,hopewell,False,False
horace andy,1,horace andy,False,False
horna,1,horna,False,False
horns of happiness,1,horns of happiness,False,False
horrendous,1,horrendous,False,False
horse feathers,5,horse feathers,False,False
horse jumper of love,1,horse jumper of love,False,False
horse lords,1,horse lords,False,False
horseback,3,horseback,False,False
horsepower productions,1,horsepower productions,False,False
hosono,1,hosono,False,False
hospital ships,2,hospital ships,False,False
hospitality,2,hospitality,False,False
hot chip,10,hot chip,False,False
hot cross,1,hot cross,False,False
hot hot heat,7,hot hot heat,False,False
hot snakes,5,hot snakes,False,False
hotel alexis,1,hotel alexis,False,False
hound,1,hound,False,False
houndstooth,1,houndstooth,False,False
hour of 13,1,hour of 13,False,False
household,1,household,False,False
houses,2,houses,False,False
how to destroy angels_,3,how to destroy angels_,False,False
how to dress well,6,how to dress well,False,False
howard hello,1,howard hello,False,False
howard stelzer,1,howard stelzer,False,False
howe gelb,4,howe gelb,False,False
howl,1,howl,False,False
howler,2,howler,False,False
howlin rain,4,howlin rain,False,False
howling bells,2,howling bells,False,False
hrsta,1,hrsta,False,False
hrvatski,2,hrvatski,False,False
htrk,1,htrk,False,False
hu vibrational,1,hu vibrational,False,False
hubble,1,hubble,False,False
hudson bell,1,hudson bell,False,False
hudson mohawke,5,hudson mohawke,False,False
huerco s.,3,huerco s.,False,False
hull,1,hull,False,False
human bell,1,human bell,False,False
human eye,2,human eye,False,False
human highway,1,human highway,False,False
human host,1,human host,False,False
human television,1,human television,False,False
hundred waters,3,hundred waters,False,False
hunee,1,hunee,False,False
hunters,1,hunters,False,False
hunx,4,hunx,False,False
hurray for the riff raff,1,hurray for the riff raff,False,False
hurricane lamps,2,hurricane lamps,False,False
hurry,1,hurry,False,False
husbands,1,husbands,False,False
hush arbors,3,hush arbors,False,False
husky,1,husky,False,False
husky rescue,1,husky rescue,False,False
hxlt,1,hxlt,False,False
hyetal,2,hyetal,False,False
hymie's basement,1,hymie's basement,False,False
hymns,1,hymns,False,False
hype williams,1,hype williams,False,False
i am kloot,2,i am kloot,False,False
i am no longer afraid to die,2,i am no longer afraid to die,False,False
i am the world trade center,3,i am the world trade center,False,False
i am x,1,i am x,False,False
i break horses,2,i break horses,False,False
i can lick any sonofabitch in the house,1,i can lick any sonofabitch in the house,False,False
i heart lung,1,i heart lung,False,False
i love you but i've chosen darkness,2,i love you but i've chosen darkness,False,False
i self devine,1,i self devine,False,False
i was a king,1,i was a king,False,False
i'm from barcelona,3,i'm from barcelona,False,False
i'm still excited!!,1,i'm still excited!!,False,False
i.u.d.,1,i.u.d.,False,False
iamamiwhoami,2,iamamiwhoami,False,False
iamsu!,2,iamsu!,False,False
ian astbury,1,ian astbury,False,False
ian broudie,1,ian broudie,False,False
ian brown,4,ian brown,False,False
ian isiah,1,ian isiah,False,False
ian matthews,1,ian matthews,False,False
ian william craig,1,ian william craig,False,False
iasos,1,iasos,False,False
ibeyi,1,ibeyi,False,False
ibrahim ferrer,1,ibrahim ferrer,False,False
icarus,1,icarus,False,False
icarus line,2,icarus line,False,False
ice choir,1,ice choir,False,False
ice cube,5,ice cube,False,False
ice water,1,ice water,False,False
iceage,3,iceage,False,False
icebird,1,icebird,False,False
icky blossoms,2,icky blossoms,False,False
icky boyfriends,1,icky boyfriends,False,False
icona pop,2,icona pop,False,False
icy demons,2,icy demons,False,False
ida,4,ida,False,False
ida maria,1,ida maria,False,False
idaho,3,idaho,False,False
ides of gemini,2,ides of gemini,False,False
ides of space,1,ides of space,False,False
idiot pilot,1,idiot pilot,False,False
iditarod,1,iditarod,False,False
idjut boys,2,idjut boys,False,False
idlewild,6,idlewild,False,False
idol fodder,1,idol fodder,False,False
idyll swords,1,idyll swords,False,False
ifihadahifi,1,ifihadahifi,False,False
iggy,3,iggy,False,False
iggy pop,6,iggy pop,False,False
ignatz,2,ignatz,False,False
ihsahn,1,ihsahn,False,False
iii,1,iii,False,False
ikara colt,1,ikara colt,False,False
ike yard,1,ike yard,False,False
ikonika,3,ikonika,False,False
ikue mori,1,ikue mori,False,False
il sogno del marinaio,2,il sogno del marinaio,False,False
ildjarn,1,ildjarn,False,False
iliketrains,1,iliketrains,False,False
ilkae,1,ilkae,False,False
ill bill,1,ill bill,False,False
ill ease,1,ill ease,False,False
ill lit,2,ill lit,False,False
illa j,1,illa j,False,False
